YEAR,REGION,AREA,TYPE_EXPENSE,VALUE,UNIT,SOURCE
2562,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,2889,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การศึกษา,135,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",271,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,209,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1648,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,19600,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,16931,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6771,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,เครื่องดื่มที่มีแอลกอฮอล์,58,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",73,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3858,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,เครื่องนุ่งห่มและรองเท้า,498,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,ค่าใช้จ่ายส่วนบุคคล,701,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,297,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,การเดินทางและการสื่อสาร,4110,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,การศึกษา,269,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",220,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,การจัดงานพิธีในโอกาสพิเศษ,75,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2669,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,21563,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,18397,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7220,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,84,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",76,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4588,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,527,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,843,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,295,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,การเดินทางและการสื่อสาร,4129,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,การศึกษา,328,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",247,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,59,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3165,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,18519,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,16123,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6523,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,44,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",72,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3455,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,482,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,622,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,298,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,4100,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,การศึกษา,237,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",205,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,84,บาท,สำนักงานสถิติแห่งชาติ
2562,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2396,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,21616,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,18802,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7281,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,เครื่องดื่มที่มีแอลกอฮอล์,251,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",127,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4632,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,เครื่องนุ่งห่มและรองเท้า,359,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายส่วนบุคคล,701,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,364,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,การเดินทางและการสื่อสาร,4327,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,การศึกษา,337,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",297,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,การจัดงานพิธีในโอกาสพิเศษ,125,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2814,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,25057,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,21618,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",8048,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,265,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",123,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",5730,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,417,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,808,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,464,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,การเดินทางและการสื่อสาร,4889,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,การศึกษา,480,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",319,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,76,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3439,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,18615,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,16346,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6612,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,240,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",131,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3674,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,308,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,609,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,277,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,3836,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การศึกษา,213,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",277,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,168,บาท,สำนักงานสถิติแห่งชาติ
2564,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2269,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,31382,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,27090,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",9668,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,เครื่องดื่มที่มีแอลกอฮอล์,277,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",139,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",7674,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,เครื่องนุ่งห่มและรองเท้า,461,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายส่วนบุคคล,975,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,707,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,การเดินทางและการสื่อสาร,6075,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,การศึกษา,750,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",338,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,การจัดงานพิธีในโอกาสพิเศษ,27,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4292,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,31542,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,27265,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",9665,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,269,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",133,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",7916,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,464,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,982,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,735,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,การเดินทางและการสื่อสาร,5983,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,การศึกษา,767,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",324,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,28,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4276,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,30557,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,26184,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",9683,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,315,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",169,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",6426,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,445,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,937,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,561,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,การเดินทางและการสื่อสาร,6546,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,การศึกษา,667,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",410,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,26,บาท,สำนักงานสถิติแห่งชาติ
2564,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4373,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,22332,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,19251,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7398,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,เครื่องดื่มที่มีแอลกอฮอล์,328,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",184,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4457,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,เครื่องนุ่งห่มและรองเท้า,363,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,ค่าใช้จ่ายส่วนบุคคล,708,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,335,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,การเดินทางและการสื่อสาร,4794,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,การศึกษา,247,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",346,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,การจัดงานพิธีในโอกาสพิเศษ,91,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3081,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,23401,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,20032,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7631,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,315,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",164,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4812,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,381,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,754,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,324,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,การเดินทางและการสื่อสาร,4949,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,การศึกษา,270,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",356,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,76,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3369,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,21503,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,18646,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7216,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,339,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",199,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4182,บาท,สำนักงานสถิติแห่งชาติ
2564,ภาคกลาง,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,349,บาท,สำนักงานสถิติแห่งชาติ
